position_x,position_y,position_z
240.2023,-580.5989,500.7655
-105.1635,-586.5337,590.0601
152.7768,-584.2836,509.0826
-29.64766,-585.8096,555.0968
8.913342,-592.1514,540.0717
35.95435,-586.8121,531.8769
-241.7188,-596.6286,636.3544
90.60186,-594.283,519.6608
173.7723,-589.5145,502.2238
-79.06728,-598.6705,580.8913
219.1978,-591.1833,499.9677
-45.80106,-595.7169,560.9583
-5.099221,-596.537,543.5796
148.9493,-592.2209,510.0883
-71.79591,-601.3481,576.6228
-184.0059,-608.2899,615.3229
-39.1996,-602.1418,556.7722
-10.94695,-604.2594,544.4236
170.7737,-596.4856,502.0575
138.8939,-606.5899,515.2932
223.564,-609.5453,499.0023
-226.0707,-611.3386,630.7799
168.3448,-609.6603,504.4336
-16.7392,-615.7941,543.642
98.5662,-613.2159,519.6359
164.6664,-611.2729,505.9774
8.676561,-617.9758,535.0663
-100.5468,-619.5597,587.0184
-21.56279,-617.1331,545.9501
-138.2316,-622.3796,601.3903
-91.20142,-626.8525,583.1691
102.149,-628.1168,517.4081
120.7574,-625.1996,516.7242
-160.5568,-628.6594,608.1565
84.1195,-630.5463,521.1329
181.8835,-626.0629,499.9421
249.1911,-620.6554,498.8834
199.2439,-625.9885,499.4652
-149.1447,-626.4416,605.6752
-18.21064,-629.6706,544.8936
31.00525,-634.7723,530.7404
38.16848,-634.2597,530.586
-47.35143,-636.9591,560.259
20.60231,-638.5148,531.1008
230.8389,-628.9869,499.3976
-187.5322,-630.8865,613.2863
43.4549,-637.102,530.3099
78.08676,-635.6146,523.0063
-98.90146,-636.1215,586.254
76.06436,-641.5947,524.2504
-249.8396,-646.4979,639.889
227.6801,-641.7498,500.5609
-182.9442,-646.7877,610.2699
173.4452,-644.8308,500.1302
-215.1506,-643.7248,623.0184
218.1927,-647.2255,501.6099
18.70332,-649.4615,533.3513
-174.6087,-653.107,608.6323
-119.6409,-644.684,595.2025
58.63258,-648.139,529.0178
-231.1517,-654.2258,627.2938
-77.09743,-652.4678,576.9435
-36.89454,-654.7101,557.0533
142.8086,-657.805,505.5399
240.372,-653.6473,500.9075
-182.4848,-662.4579,607.5844
-175.774,-663.028,606.9158
-103.4705,-664.9506,587.1381
-34.21143,-663.21,556.8722
49.5133,-658.012,529.5495
130.6567,-659.7854,508.4041
83.29028,-658.7604,522.688
242.0181,-661.1913,500.7477
-79.20665,-666.3081,579.2874
74.50364,-666.4817,526.8134
-105.6938,-667.5536,587.9027
-235.0159,-674.2565,625.262
107.1861,-670.3115,514.7474
161.9681,-675.4539,504.9707
-233.3975,-672.0259,624.9038
1.997901,-671.0643,541.7795
71.42404,-669.1133,528.1118
217.3443,-669.028,503.533
226.2823,-676.2739,502.2632
-129.4608,-676.4446,598.2619
-101.7279,-685.0959,585.4184
-96.13218,-685.8677,584.3795
100.7524,-681.1368,518.442
118.4051,-681.0343,513.1737
150.4782,-680.4221,507.3638
-155.7707,-685.5536,600.2913
122.2812,-685.2917,512.1406
224.6837,-689.7485,501.8024
-195.2402,-686.6121,605.1442
-234.5399,-691.4685,622.3391
-218.1438,-687.7202,615.3138
-166.5713,-687.5606,601.3643
-156.3127,-689.6886,599.4921
-146.0838,-678.9733,600.5156
100.265,-690.712,518.4473
196.3991,-690.89,505.1618
-40.26773,-686.2457,560.6569
155.5495,-695.8762,509.4521
75.57626,-691.9011,526.7119
39.89027,-696.5626,535.3753
-138.2883,-690.6876,597.9069
-137.5414,-696.9117,596.2863
-86.32895,-697.2318,582.1867
96.89307,-700.8589,520.3466
112.1496,-699.8935,516.6636
186.239,-700.4713,507.2499
-108.7741,-703.9484,585.936
27.90415,-702.2418,541.1584
40.36824,-701.9478,536.2962
65.03909,-697.7383,526.7466
245.7477,-694.7846,496.5148
57.31692,-698.0646,529.2749
216.8551,-704.0223,500.0509
-128.5935,-708.114,591.7805
6.760456,-710.193,545.384
18.75087,-704.6968,542.8148
228.2917,-703.1614,498.971
-65.70221,-703.9838,573.4434
-49.51521,-706.0222,563.9421
-33.32364,-709.838,558.795
228.8298,-708.2457,497.5914
-176.2473,-705.6199,600.4246
100.8768,-708.4542,519.7475
158.5904,-713.7157,510.2272
121.2319,-715.0908,515.5524
-182.785,-720.7247,602.4688
51.33121,-713.5758,533.8286
63.02446,-708.6719,528.3005
-221.7859,-715.5426,615.0616
-117.6189,-715.316,586.9349
121.5866,-718.959,515.231
-120.3248,-722.6786,584.7207
-7.471247,-721.2622,547.3533
-46.799,-718.2137,562.556
43.15885,-727.2866,535.5977
-206.8347,-726.4703,611.4763
-59.47923,-723.0223,566.2809
8.402098,-724.6867,545.7426
72.04408,-725.2021,524.5615
-239.8938,-722.5034,623.8048
-49.98084,-727.7089,563.1791
-199.4996,-730.9554,609.9617
-57.28374,-732.5707,565.3715
77.8047,-731.7892,522.8267
219.6563,-728.8068,493.5108
156.2005,-733.2561,506.9303
217.0933,-736.8841,494.0101
245.6284,-736.2051,487.5987
104.3809,-738.4364,516.8334
201.7281,-742.8307,499.8025
231.6513,-738.8154,491.0192
-151.1532,-743.0372,589.783
-98.34845,-734.5938,577.0924
-86.55054,-743.2869,572.0063
-46.86164,-742.5173,560.4502
-16.79837,-738.0305,548.9648
-28.89182,-737.796,555.33
116.1125,-741.618,515.1454
159.7491,-742.3077,505.6107
84.8466,-746.437,519.8872
118.5319,-744.5777,514.2679
134.3027,-740.0756,510.7663
-192.8645,-746.5276,611.135
-124.9307,-745.6678,582.16
53.47032,-744.9169,529.091
62.30746,-743.465,528.0141
222.9108,-743.8171,492.8595
-133.6422,-745.5256,584.6677
-206.1344,-747.5913,614.3176
-117.8332,-747.8705,580.1511
203.6492,-748.7528,499.2453
238.8943,-749.6415,487.0261
